111 1.11  0.195	0.205	0.215	0.225	0.235	0.245	0.255	0.265	0.275
  -14     8.175	0.81502	0.80928	0.80208	0.79762	0.79060	0.78422	0.77833	0.77259	0.76522
  -14     8.225	0.81572	0.81035	0.80277	0.79829	0.79154	0.78491	0.77898	0.77337	0.76582
  -14     8.275	0.81626	0.81144	0.80339	0.79892	0.79240	0.78560	0.77963	0.77412	0.76654
  -14     8.325	0.81656	0.81259	0.80411	0.79952	0.79324	0.78645	0.78006	0.77480	0.76733
  -14     8.375	0.81680	0.81355	0.80495	0.80011	0.79400	0.78730	0.78045	0.77539	0.76812
  -14     8.425	0.81691	0.81449	0.80582	0.80063	0.79480	0.78813	0.78084	0.77593	0.76891
  -14     8.475	0.81693	0.81501	0.80666	0.80108	0.79551	0.78881	0.78136	0.77649	0.76966
  -14     8.525	0.81713	0.81533	0.80748	0.80168	0.79618	0.78944	0.78200	0.77693	0.77046
  -14     8.575	0.81778	0.81553	0.80842	0.80245	0.79672	0.79000	0.78271	0.77735	0.77115
  -14     8.625	0.81850	0.81566	0.80928	0.80316	0.79725	0.79056	0.78344	0.77789	0.77182
  -14     8.675	0.81913	0.81586	0.81011	0.80382	0.79798	0.79104	0.78430	0.77852	0.77247
  -14     8.725	0.81989	0.81628	0.81080	0.80429	0.79880	0.79144	0.78516	0.77918	0.77301
  -14     8.775	0.82062	0.81677	0.81139	0.80465	0.79966	0.79188	0.78601	0.77983	0.77368
  -14     8.825	0.82130	0.81728	0.81201	0.80502	0.80036	0.79252	0.78667	0.78051	0.77442
  -14     8.875	0.82183	0.81767	0.81275	0.80552	0.80104	0.79319	0.78726	0.78115	0.77518
  -14     8.925	0.82233	0.81812	0.81343	0.80594	0.80170	0.79407	0.78781	0.78174	0.77587
  -14     8.975	0.82287	0.81863	0.81415	0.80631	0.80232	0.79496	0.78846	0.78230	0.77635
  -14     9.025	0.82347	0.81919	0.81487	0.80683	0.80290	0.79578	0.78929	0.78280	0.77677
  -14     9.075	0.82421	0.81963	0.81550	0.80748	0.80341	0.79647	0.78996	0.78319	0.77717
  -14     9.125	0.82506	0.81997	0.81608	0.80814	0.80386	0.79715	0.79057	0.78366	0.77758
  -14     9.175	0.82582	0.82035	0.81676	0.80878	0.80432	0.79776	0.79114	0.78418	0.77794
  -14     9.225	0.82655	0.82089	0.81735	0.80943	0.80477	0.79830	0.79168	0.78468	0.77836
  -14     9.275	0.82729	0.82126	0.81786	0.81021	0.80507	0.79883	0.79215	0.78519	0.77888
  -14     9.325	0.82789	0.82168	0.81838	0.81093	0.80537	0.79948	0.79262	0.78573	0.77942
  -14     9.375	0.82834	0.82206	0.81894	0.81149	0.80571	0.80014	0.79311	0.78638	0.78002
  -14     9.425	0.82881	0.82234	0.81931	0.81203	0.80604	0.80087	0.79364	0.78698	0.78058
  -14     9.475	0.82945	0.82265	0.81973	0.81259	0.80629	0.80157	0.79432	0.78756	0.78114
  -14     9.525	0.83022	0.82295	0.82017	0.81319	0.80643	0.80232	0.79500	0.78813	0.78173
  -14     9.575	0.83100	0.82334	0.82056	0.81377	0.80650	0.80307	0.79556	0.78880	0.78228
  -14     9.625	0.83181	0.82370	0.82087	0.81429	0.80684	0.80379	0.79619	0.78949	0.78284
  -14     9.675	0.83249	0.82412	0.82126	0.81501	0.80739	0.80432	0.79677	0.79019	0.78337
  -14     9.725	0.83315	0.82462	0.82170	0.81577	0.80801	0.80476	0.79728	0.79076	0.78395
  -14     9.775	0.83374	0.82531	0.82204	0.81649	0.80857	0.80514	0.79782	0.79139	0.78451
  -14     9.825	0.83434	0.82581	0.82241	0.81718	0.80911	0.80541	0.79839	0.79194	0.78505
  -14     9.875	0.83514	0.82624	0.82276	0.81773	0.80957	0.80578	0.79893	0.79238	0.78539
  -14     9.925	0.83592	0.82677	0.82312	0.81822	0.80991	0.80611	0.79951	0.79277	0.78574
  -14     9.975	0.83684	0.82724	0.82361	0.81874	0.81025	0.80636	0.80017	0.79317	0.78609
  -14    11.000	0.84843	0.83993	0.83009	0.82939	0.82034	0.81303	0.80958	0.80183	0.79639
  -14    12.000	0.85078	0.84825	0.84217	0.83249	0.82923	0.82243	0.81538	0.80818	0.80300
  -14    13.000	0.85617	0.85093	0.84884	0.84205	0.83294	0.82935	0.82363	0.81488	0.80794
  -14    14.000	0.86215	0.85456	0.85106	0.84803	0.84138	0.83291	0.82950	0.82295	0.81475
  -14    15.000	0.86907	0.86006	0.85015	0.85156	0.84787	0.83694	0.83230	0.83037	0.82131
  -14    16.000	0.87714	0.86181	0.85623	0.85212	0.84878	0.84101	0.83578	0.83240	0.82618
  -14    17.000	0.87491	0.87023	0.86165	0.85436	0.85078	0.84460	0.84034	0.83166	0.82831
  -14    18.000	0.87598	0.87635	0.86900	0.85933	0.85052	0.84638	0.84285	0.83551	0.82870
  -14    19.000	0.88215	0.87328	0.87557	0.86388	0.85434	0.84766	0.84535	0.83882	0.82980
  -14    20.000	0.88495	0.87496	0.88008	0.87351	0.86017	0.84683	0.84901	0.84323	0.83501
   16     2.700	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
   16     2.800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00010	0.00028	0.00056
   16     2.900	0.00000	0.00006	0.00025	0.00058	0.00104	0.00162	0.00230	0.00306	0.00389
   16     3.000	0.00161	0.00246	0.00344	0.00450	0.00564	0.00683	0.00806	0.00932	0.01059
   16     3.100	0.00777	0.00935	0.01096	0.01257	0.01419	0.01579	0.01737	0.01893	0.02045
   16     3.200	0.01874	0.02072	0.02265	0.02453	0.02635	0.02812	0.02983	0.03148	0.03308
   16     3.300	0.03397	0.03600	0.03794	0.03980	0.04158	0.04329	0.04493	0.04650	0.04801
   16     3.400	0.05268	0.05444	0.05613	0.05773	0.05927	0.06073	0.06214	0.06348	0.06477
   16     3.500	0.07401	0.07529	0.07652	0.07769	0.07882	0.07991	0.08096	0.08196	0.08292
   16     3.600	0.09718	0.09782	0.09846	0.09909	0.09972	0.10033	0.10094	0.10152	0.10207
   16     3.700	0.12146	0.12140	0.12139	0.12142	0.12148	0.12157	0.12168	0.12178	0.12186
   16     3.800	0.14623	0.14546	0.14479	0.14421	0.14370	0.14325	0.14284	0.14242	0.14199
   16     3.900	0.17094	0.16952	0.16824	0.16708	0.16602	0.16504	0.16410	0.16316	0.16222
   16     4.000	0.19513	0.19319	0.19138	0.18971	0.18814	0.18666	0.18521	0.18378	0.18233
   16     4.100	0.21843	0.21611	0.21390	0.21181	0.20982	0.20788	0.20597	0.20407	0.20216
   16     4.200	0.24051	0.23801	0.23556	0.23317	0.23083	0.22852	0.22621	0.22389	0.22155
   16     4.300	0.26114	0.25867	0.25614	0.25359	0.25102	0.24841	0.24578	0.24311	0.24040
   16     4.400	0.28010	0.27790	0.27549	0.27292	0.27023	0.26745	0.26458	0.26163	0.25861
   16     4.500	0.29742	0.29557	0.29346	0.29104	0.28838	0.28552	0.28251	0.27936	0.27612
   16     4.600	0.31359	0.31190	0.31001	0.30786	0.30537	0.30256	0.29951	0.29626	0.29285
   16     4.700	0.32888	0.32727	0.32546	0.32344	0.32114	0.31851	0.31554	0.31227	0.30877
   16     4.800	0.34345	0.34187	0.34010	0.33810	0.33586	0.33336	0.33054	0.32736	0.32387
   16     4.900	0.35738	0.35580	0.35403	0.35204	0.34980	0.34731	0.34456	0.34150	0.33809
   16     5.000	0.37073	0.36914	0.36736	0.36534	0.36308	0.36058	0.35781	0.35476	0.35145
   16     5.100	0.38357	0.38195	0.38013	0.37808	0.37578	0.37323	0.37043	0.36737	0.36404
   16     5.200	0.39592	0.39428	0.39240	0.39030	0.38796	0.38535	0.38251	0.37939	0.37603
   16     5.300	0.40782	0.40614	0.40422	0.40206	0.39965	0.39698	0.39408	0.39092	0.38751
   16     5.400	0.41931	0.41758	0.41560	0.41338	0.41091	0.40818	0.40520	0.40196	0.39850
   16     5.500	0.43041	0.42862	0.42658	0.42429	0.42175	0.41896	0.41591	0.41262	0.40907
   16     5.600	0.44112	0.43927	0.43718	0.43483	0.43222	0.42934	0.42621	0.42285	0.41924
   16     5.700	0.45149	0.44957	0.44741	0.44499	0.44231	0.43938	0.43617	0.43273	0.42903
   16     5.800	0.46152	0.45954	0.45732	0.45482	0.45205	0.44904	0.44578	0.44226	0.43850
   16     5.900	0.47122	0.46918	0.46689	0.46433	0.46149	0.45840	0.45504	0.45145	0.44762
   16     6.000	0.48061	0.47850	0.47615	0.47352	0.47061	0.46746	0.46404	0.46036	0.45646
   16     6.100	0.48972	0.48754	0.48511	0.48240	0.47942	0.47619	0.47270	0.46896	0.46499
   16     6.200	0.49853	0.49630	0.49380	0.49103	0.48797	0.48466	0.48109	0.47727	0.47322
   16     6.300	0.50707	0.50478	0.50222	0.49937	0.49625	0.49288	0.48923	0.48535	0.48122
   16     6.400	0.51535	0.51298	0.51036	0.50744	0.50425	0.50081	0.49710	0.49315	0.48897
   16     6.500	0.52339	0.52096	0.51827	0.51527	0.51201	0.50849	0.50471	0.50070	0.49644
   16     6.600	0.53118	0.52870	0.52593	0.52288	0.51957	0.51597	0.51213	0.50804	0.50372
   16     6.700	0.53874	0.53620	0.53337	0.53025	0.52687	0.52321	0.51931	0.51515	0.51078
   16     6.800	0.54606	0.54346	0.54057	0.53739	0.53394	0.53021	0.52625	0.52204	0.51759
   16     6.900	0.55319	0.55052	0.54757	0.54431	0.54081	0.53702	0.53300	0.52871	0.52421
   16     7.000	0.56012	0.55740	0.55437	0.55107	0.54750	0.54365	0.53957	0.53522	0.53068
   16     7.100	0.56684	0.56406	0.56097	0.55762	0.55398	0.55008	0.54593	0.54154	0.53691
   16     7.200	0.57336	0.57053	0.56738	0.56396	0.56026	0.55631	0.55209	0.54765	0.54297
   16     7.300	0.57970	0.57680	0.57360	0.57012	0.56635	0.56234	0.55807	0.55358	0.54886
   16     7.400	0.58586	0.58291	0.57965	0.57613	0.57232	0.56826	0.56394	0.55941	0.55461
   16     7.500	0.59187	0.58887	0.58555	0.58198	0.57810	0.57399	0.56962	0.56501	0.56019
   16     7.600	0.59771	0.59465	0.59127	0.58765	0.58372	0.57956	0.57513	0.57046	0.56559
   16     7.700	0.60339	0.60028	0.59687	0.59315	0.58919	0.58495	0.58047	0.57575	0.57083
   16     7.800	0.60888	0.60573	0.60226	0.59850	0.59448	0.59018	0.58569	0.58094	0.57599
   16     7.900	0.61427	0.61103	0.60750	0.60369	0.59965	0.59533	0.59079	0.58599	0.58101
   16     8.000	0.61946	0.61618	0.61264	0.60881	0.60471	0.60034	0.59575	0.59090	0.58583
   16     8.100	0.62457	0.62125	0.61766	0.61375	0.60962	0.60519	0.60053	0.59565	0.59053
   16     8.200	0.62954	0.62615	0.62254	0.61857	0.61439	0.60990	0.60520	0.60026	0.59512
   16     8.300	0.63438	0.63096	0.62726	0.62325	0.61901	0.61449	0.60974	0.60480	0.59965
   16     8.400	0.63908	0.63559	0.63186	0.62782	0.62350	0.61899	0.61420	0.60924	0.60402
   16     8.500	0.64365	0.64014	0.63633	0.63225	0.62792	0.62338	0.61856	0.61355	0.60829
   16     8.600	0.64812	0.64453	0.64070	0.63661	0.63224	0.62765	0.62279	0.61771	0.61242
   16     8.700	0.65246	0.64882	0.64499	0.64085	0.63646	0.63182	0.62691	0.62176	0.61644
   16     8.800	0.65667	0.65307	0.64914	0.64499	0.64054	0.63584	0.63088	0.62572	0.62041
   16     8.900	0.66085	0.65717	0.65323	0.64905	0.64449	0.63978	0.63480	0.62962	0.62428
   16     9.000	0.66486	0.66120	0.65718	0.65294	0.64838	0.64357	0.63865	0.63344	0.62805
   16     9.100	0.66878	0.66510	0.66103	0.65674	0.65214	0.64737	0.64239	0.63714	0.63171
   16     9.200	0.67268	0.66891	0.66481	0.66044	0.65592	0.65107	0.64605	0.64077	0.63524
   16     9.300	0.67647	0.67264	0.66848	0.66411	0.65953	0.65466	0.64958	0.64425	0.63868
   16     9.400	0.68004	0.67620	0.67200	0.66765	0.66302	0.65816	0.65302	0.64767	0.64216
   16     9.500	0.68358	0.67970	0.67559	0.67116	0.66653	0.66157	0.65640	0.65107	0.64552
   16     9.600	0.68714	0.68325	0.67909	0.67460	0.66993	0.66488	0.65967	0.65433	0.64876
   16     9.700	0.69050	0.68666	0.68239	0.67788	0.67311	0.66807	0.66289	0.65758	0.65197
   16     9.800	0.69382	0.68989	0.68566	0.68108	0.67634	0.67133	0.66612	0.66072	0.65508
   16     9.900	0.69715	0.69310	0.68890	0.68427	0.67944	0.67451	0.66921	0.66374	0.65807
   16    10.000	0.70034	0.69627	0.69199	0.68733	0.68250	0.67751	0.67223	0.66672	0.66103
   16    10.000	0.70034	0.69627	0.69199	0.68733	0.68250	0.67751	0.67223	0.66672	0.66103
   16    11.000	0.72861	0.72432	0.71972	0.71480	0.70981	0.70455	0.69899	0.69327	0.68744
   16    12.000	0.75140	0.74697	0.74222	0.73714	0.73182	0.72649	0.72082	0.71487	0.70893
   16    13.000	0.77043	0.76560	0.76067	0.75559	0.75009	0.74444	0.73873	0.73275	0.72662
   16    14.000	0.78613	0.78137	0.77610	0.77078	0.76547	0.75961	0.75372	0.74767	0.74141
   16    15.000	0.79912	0.79430	0.78935	0.78372	0.77807	0.77249	0.76641	0.76034	0.75410
   16    16.000	0.81037	0.80559	0.80040	0.79493	0.78918	0.78316	0.77731	0.77109	0.76485
   16    17.000	0.82053	0.81522	0.80994	0.80449	0.79871	0.79281	0.78644	0.78045	0.77412
   16    18.000	0.82896	0.82380	0.81825	0.81268	0.80712	0.80088	0.79500	0.78857	0.78226
   16    19.000	0.83635	0.83156	0.82562	0.81989	0.81369	0.80837	0.80231	0.79604	0.78947
   16    20.000	0.84311	0.83785	0.83249	0.82653	0.82048	0.81441	0.80845	0.80236	0.79589
   16    21.000	0.84841	0.84365	0.83813	0.83239	0.82642	0.82034	0.81394	0.80759	0.80173
   16    22.000	0.85342	0.84841	0.84290	0.83802	0.83130	0.82555	0.81891	0.81312	0.80600
   16    23.000	0.85820	0.85264	0.84751	0.84214	0.83655	0.83048	0.82375	0.81717	0.81098
   16    24.000	0.86264	0.85733	0.85149	0.84537	0.84085	0.83417	0.82810	0.82178	0.81508
   16    25.000	0.86657	0.86115	0.85523	0.84942	0.84381	0.83833	0.83206	0.82558	0.81876
   16    26.000	0.87051	0.86510	0.85885	0.85284	0.84666	0.84133	0.83491	0.82942	0.82254
   16    27.000	0.87332	0.86863	0.86224	0.85604	0.85032	0.84383	0.83801	0.83219	0.82557
   16    28.000	0.87702	0.87196	0.86543	0.85918	0.85335	0.84606	0.84103	0.83428	0.82870
   16    29.000	0.87956	0.87449	0.86825	0.86257	0.85566	0.84983	0.84312	0.83671	0.83093
   16    30.000	0.88267	0.87646	0.87150	0.86553	0.85818	0.85266	0.84504	0.83932	0.83271
   16    31.000	0.88322	0.87899	0.87378	0.86753	0.86135	0.85472	0.84829	0.84146	0.83468
   16    32.000	0.88441	0.88094	0.87540	0.86981	0.86421	0.85658	0.85107	0.84320	0.83737
   16    33.000	0.88610	0.88227	0.87711	0.87211	0.86622	0.85902	0.85348	0.84538	0.83945
   16    34.000	0.88813	0.88287	0.87860	0.87353	0.86822	0.86142	0.85502	0.84804	0.84120
   16    35.000	0.88972	0.88426	0.87982	0.87410	0.86974	0.86339	0.85714	0.85059	0.84307
   16    36.000	0.89058	0.88500	0.88062	0.87516	0.87090	0.86506	0.85832	0.85213	0.84534
   16    37.000	0.89201	0.88688	0.88062	0.87661	0.87102	0.86650	0.86050	0.85389	0.84762
   16    38.000	0.89361	0.88828	0.88251	0.87703	0.87171	0.86752	0.86134	0.85544	0.84848
   16    39.000	0.89574	0.88975	0.88298	0.87895	0.87228	0.86828	0.86276	0.85656	0.85027
   16    40.000	0.89680	0.89147	0.88423	0.87950	0.87348	0.86841	0.86317	0.85800	0.85126
   16    41.000	0.89749	0.89323	0.88592	0.88037	0.87450	0.86839	0.86371	0.85868	0.85219
   16    42.000	0.89936	0.89461	0.88698	0.88131	0.87544	0.86926	0.86410	0.85889	0.85283
   16    43.000	0.90106	0.89642	0.88850	0.88241	0.87619	0.87040	0.86427	0.85914	0.85385
   16    44.000	0.90303	0.89784	0.88997	0.88398	0.87725	0.87118	0.86450	0.85943	0.85384
   16    45.000	0.90500	0.89929	0.89184	0.88488	0.87818	0.87252	0.86532	0.85999	0.85470
   16    46.000	0.90719	0.89954	0.89397	0.88604	0.87936	0.87269	0.86702	0.85942	0.85519
   16    47.000	0.90820	0.90112	0.89511	0.88681	0.88131	0.87264	0.86816	0.85961	0.85513
   16    48.000	0.90874	0.90357	0.89712	0.88841	0.88249	0.87418	0.86919	0.86032	0.85631
   16    49.000	0.91120	0.90544	0.89786	0.89099	0.88303	0.87537	0.87006	0.86149	0.85645
   16    50.000	0.91334	0.90699	0.89860	0.89266	0.88472	0.87657	0.87072	0.86306	0.85644
   16    51.000	0.91547	0.90764	0.89968	0.89400	0.88570	0.87831	0.87152	0.86442	0.85695
   16    52.000	0.91583	0.90994	0.90131	0.89571	0.88743	0.87912	0.87232	0.86555	0.85794
   16    53.000	0.91641	0.91149	0.90283	0.89715	0.88892	0.88057	0.87356	0.86620	0.85905
   16    54.000	0.91711	0.91395	0.90341	0.89806	0.89071	0.88147	0.87578	0.86714	0.86056
   16    55.000	0.91714	0.91590	0.90448	0.89834	0.89280	0.88269	0.87666	0.86809	0.86206
   16    56.000	0.91622	0.91636	0.90662	0.89953	0.89449	0.88436	0.87745	0.86903	0.86307
   16    57.000	0.91526	0.91601	0.90825	0.90083	0.89509	0.88650	0.87900	0.86993	0.86394
   16    58.000	0.91664	0.91628	0.90954	0.90200	0.89612	0.88707	0.88034	0.87220	0.86460
   16    59.000	0.91789	0.91622	0.91103	0.90239	0.89705	0.88933	0.88140	0.87285	0.86618
   16    60.000	0.91852	0.91486	0.91182	0.90393	0.89704	0.89146	0.88308	0.87313	0.86757
  -16     2.700	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
  -16     2.800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00002	0.00004
  -16     2.900	0.00000	0.00000	0.00001	0.00003	0.00007	0.00012	0.00019	0.00027	0.00037
  -16     3.000	0.00010	0.00017	0.00026	0.00038	0.00052	0.00068	0.00086	0.00106	0.00128
  -16     3.100	0.00067	0.00087	0.00111	0.00136	0.00164	0.00194	0.00227	0.00261	0.00297
  -16     3.200	0.00206	0.00243	0.00283	0.00325	0.00368	0.00414	0.00461	0.00509	0.00558
  -16     3.300	0.00454	0.00508	0.00564	0.00621	0.00679	0.00738	0.00799	0.00860	0.00922
  -16     3.400	0.00827	0.00896	0.00965	0.01034	0.01105	0.01176	0.01247	0.01319	0.01391
  -16     3.500	0.01334	0.01412	0.01491	0.01569	0.01648	0.01727	0.01806	0.01885	0.01964
  -16     3.600	0.01975	0.02058	0.02141	0.02224	0.02307	0.02390	0.02473	0.02555	0.02636
  -16     3.700	0.02746	0.02828	0.02910	0.02993	0.03076	0.03159	0.03242	0.03323	0.03402
  -16     3.800	0.03636	0.03713	0.03790	0.03868	0.03947	0.04026	0.04104	0.04180	0.04252
  -16     3.900	0.04634	0.04701	0.04769	0.04839	0.04910	0.04981	0.05050	0.05116	0.05177
  -16     4.000	0.05726	0.05779	0.05835	0.05894	0.05953	0.06012	0.06069	0.06121	0.06168
  -16     4.100	0.06895	0.06934	0.06976	0.07020	0.07065	0.07109	0.07150	0.07185	0.07215
  -16     4.200	0.08126	0.08150	0.08176	0.08205	0.08234	0.08260	0.08282	0.08299	0.08309
  -16     4.300	0.09404	0.09412	0.09424	0.09436	0.09446	0.09453	0.09455	0.09451	0.09441
  -16     4.400	0.10712	0.10708	0.10704	0.10699	0.10691	0.10679	0.10660	0.10635	0.10602
  -16     4.500	0.12036	0.12022	0.12005	0.11985	0.11959	0.11926	0.11887	0.11839	0.11784
  -16     4.600	0.13366	0.13343	0.13315	0.13280	0.13238	0.13187	0.13127	0.13058	0.12981
  -16     4.700	0.14697	0.14664	0.14624	0.14577	0.14519	0.14451	0.14372	0.14283	0.14183
  -16     4.800	0.16022	0.15979	0.15928	0.15867	0.15795	0.15712	0.15616	0.15507	0.15388
  -16     4.900	0.17336	0.17284	0.17222	0.17148	0.17062	0.16963	0.16851	0.16725	0.16587
  -16     5.000	0.18635	0.18574	0.18501	0.18415	0.18315	0.18202	0.18074	0.17931	0.17775
  -16     5.100	0.19918	0.19847	0.19763	0.19666	0.19552	0.19424	0.19281	0.19123	0.18950
  -16     5.200	0.21182	0.21101	0.21006	0.20896	0.20770	0.20628	0.20470	0.20296	0.20108
  -16     5.300	0.22423	0.22334	0.22228	0.22107	0.21968	0.21812	0.21640	0.21452	0.21249
  -16     5.400	0.23643	0.23544	0.23428	0.23295	0.23144	0.22975	0.22789	0.22586	0.22368
  -16     5.500	0.24839	0.24731	0.24604	0.24460	0.24296	0.24116	0.23917	0.23701	0.23468
  -16     5.600	0.26011	0.25893	0.25757	0.25602	0.25427	0.25232	0.25020	0.24792	0.24545
  -16     5.700	0.27158	0.27031	0.26884	0.26718	0.26532	0.26328	0.26103	0.25861	0.25600
  -16     5.800	0.28281	0.28144	0.27988	0.27811	0.27613	0.27397	0.27161	0.26907	0.26635
  -16     5.900	0.29378	0.29232	0.29067	0.28880	0.28671	0.28443	0.28195	0.27928	0.27645
  -16     6.000	0.30450	0.30295	0.30120	0.29924	0.29705	0.29467	0.29208	0.28930	0.28635
  -16     6.100	0.31498	0.31334	0.31149	0.30942	0.30713	0.30464	0.30195	0.29907	0.29601
  -16     6.200	0.32521	0.32349	0.32155	0.31939	0.31699	0.31440	0.31159	0.30860	0.30543
  -16     6.300	0.33518	0.33338	0.33136	0.32910	0.32662	0.32393	0.32103	0.31794	0.31465
  -16     6.400	0.34492	0.34303	0.34093	0.33858	0.33600	0.33322	0.33022	0.32704	0.32366
  -16     6.500	0.35444	0.35247	0.35027	0.34783	0.34516	0.34227	0.33918	0.33590	0.33243
  -16     6.600	0.36371	0.36167	0.35939	0.35687	0.35412	0.35115	0.34797	0.34458	0.34102
  -16     6.700	0.37276	0.37064	0.36829	0.36568	0.36285	0.35978	0.35652	0.35305	0.34940
  -16     6.800	0.38158	0.37939	0.37695	0.37426	0.37135	0.36820	0.36485	0.36130	0.35756
  -16     6.900	0.39020	0.38792	0.38541	0.38263	0.37964	0.37642	0.37299	0.36934	0.36553
  -16     7.000	0.39860	0.39627	0.39366	0.39083	0.38776	0.38445	0.38095	0.37723	0.37334
  -16     7.100	0.40680	0.40440	0.40172	0.39882	0.39566	0.39229	0.38870	0.38491	0.38093
  -16     7.200	0.41479	0.41232	0.40957	0.40659	0.40336	0.39992	0.39625	0.39239	0.38833
  -16     7.300	0.42258	0.42004	0.41722	0.41417	0.41086	0.40735	0.40360	0.39968	0.39556
  -16     7.400	0.43019	0.42759	0.42470	0.42159	0.41823	0.41464	0.41084	0.40685	0.40265
  -16     7.500	0.43763	0.43496	0.43201	0.42884	0.42539	0.42175	0.41788	0.41381	0.40955
  -16     7.600	0.44489	0.44215	0.43913	0.43589	0.43239	0.42868	0.42474	0.42059	0.41628
  -16     7.700	0.45197	0.44917	0.44611	0.44277	0.43921	0.43542	0.43142	0.42721	0.42283
  -16     7.800	0.45886	0.45600	0.45287	0.44948	0.44586	0.44199	0.43796	0.43370	0.42928
  -16     7.900	0.46560	0.46267	0.45946	0.45602	0.45236	0.44846	0.44437	0.44005	0.43558
  -16     8.000	0.47216	0.46917	0.46594	0.46246	0.45873	0.45478	0.45062	0.44624	0.44167
  -16     8.100	0.47860	0.47556	0.47228	0.46872	0.46496	0.46092	0.45669	0.45227	0.44763
  -16     8.200	0.48489	0.48178	0.47847	0.47483	0.47101	0.46691	0.46263	0.45813	0.45347
  -16     8.300	0.49103	0.48788	0.48448	0.48079	0.47690	0.47276	0.46842	0.46392	0.45922
  -16     8.400	0.49702	0.49379	0.49035	0.48662	0.48265	0.47850	0.47412	0.46958	0.46481
  -16     8.500	0.50285	0.49960	0.49607	0.49230	0.48831	0.48413	0.47969	0.47510	0.47028
  -16     8.600	0.50857	0.50524	0.50168	0.49789	0.49385	0.48960	0.48513	0.48045	0.47560
  -16     8.700	0.51414	0.51075	0.50719	0.50334	0.49927	0.49498	0.49043	0.48568	0.48079
  -16     8.800	0.51957	0.51621	0.51254	0.50868	0.50454	0.50018	0.49558	0.49081	0.48591
  -16     8.900	0.52495	0.52150	0.51782	0.51391	0.50967	0.50528	0.50065	0.49586	0.49092
  -16     9.000	0.53013	0.52671	0.52293	0.51897	0.51471	0.51023	0.50564	0.50081	0.49582
  -16     9.100	0.53522	0.53176	0.52794	0.52391	0.51961	0.51516	0.51051	0.50563	0.50058
  -16     9.200	0.54026	0.53671	0.53285	0.52875	0.52451	0.51997	0.51528	0.51036	0.50521
  -16     9.300	0.54517	0.54156	0.53764	0.53353	0.52923	0.52466	0.51991	0.51493	0.50974
  -16     9.400	0.54987	0.54623	0.54228	0.53817	0.53382	0.52925	0.52443	0.51942	0.51428
  -16     9.500	0.55451	0.55083	0.54694	0.54277	0.53840	0.53373	0.52887	0.52388	0.51869
  -16     9.600	0.55914	0.55545	0.55150	0.54726	0.54285	0.53809	0.53320	0.52819	0.52296
  -16     9.700	0.56357	0.55992	0.55587	0.55160	0.54709	0.54233	0.53745	0.53246	0.52719
  -16     9.800	0.56794	0.56420	0.56018	0.55583	0.55134	0.54661	0.54170	0.53661	0.53131
  -16     9.900	0.57230	0.56844	0.56444	0.56004	0.55546	0.55080	0.54579	0.54064	0.53530
  -16    10.000	0.57651	0.57263	0.56855	0.56411	0.55953	0.55480	0.54981	0.54460	0.53923
  -16    10.000	0.57651	0.57263	0.56855	0.56411	0.55953	0.55480	0.54981	0.54460	0.53923
  -16    11.000	0.61418	0.61004	0.60561	0.60088	0.59609	0.59106	0.58574	0.58028	0.57472
  -16    12.000	0.64513	0.64083	0.63622	0.63129	0.62615	0.62101	0.61555	0.60982	0.60411
  -16    13.000	0.67127	0.66655	0.66175	0.65680	0.65145	0.64597	0.64044	0.63465	0.62872
  -16    14.000	0.69321	0.68855	0.68339	0.67820	0.67301	0.66730	0.66156	0.65568	0.64960
  -16    15.000	0.71175	0.70700	0.70214	0.69663	0.69109	0.68563	0.67969	0.67377	0.66770
  -16    16.000	0.72792	0.72320	0.71808	0.71271	0.70707	0.70117	0.69544	0.68936	0.68326
  -16    17.000	0.74246	0.73722	0.73201	0.72665	0.72096	0.71516	0.70892	0.70304	0.69684
  -16    18.000	0.75485	0.74975	0.74427	0.73878	0.73330	0.72716	0.72138	0.71506	0.70887
  -16    19.000	0.76582	0.76108	0.75521	0.74955	0.74344	0.73819	0.73221	0.72605	0.71960
  -16    20.000	0.77583	0.77061	0.76531	0.75943	0.75346	0.74747	0.74158	0.73558	0.72922
  -16    21.000	0.78412	0.77938	0.77392	0.76823	0.76234	0.75633	0.75002	0.74376	0.73797
  -16    22.000	0.79185	0.78686	0.78141	0.77656	0.76993	0.76422	0.75768	0.75195	0.74494
  -16    23.000	0.79913	0.79362	0.78851	0.78318	0.77764	0.77164	0.76500	0.75849	0.75238
  -16    24.000	0.80587	0.80058	0.79480	0.78873	0.78423	0.77762	0.77162	0.76537	0.75875
  -16    25.000	0.81194	0.80655	0.80067	0.79490	0.78934	0.78389	0.77769	0.77127	0.76454
  -16    26.000	0.81785	0.81247	0.80626	0.80030	0.79416	0.78888	0.78251	0.77706	0.77026
  -16    27.000	0.82250	0.81782	0.81149	0.80534	0.79965	0.79322	0.78745	0.78167	0.77511
  -16    28.000	0.82789	0.82287	0.81638	0.81018	0.80439	0.79717	0.79217	0.78547	0.77994
